Race,Age,Sex,Workclass,Marital-status
White,32,Male,Private,Married-civ-spouse
White,57,Male,Private,Widowed
White,62,Female,Private,Widowed
White,39,Female,Private,Separated
White,43,Male,Private,Never-married
White,24,Male,Self-emp-inc,Never-married
White,53,Female,Private,Married-civ-spouse
White,26,Male,Private,Never-married
White,73,Male,Self-emp-not-inc,Married-civ-spouse
White,55,Male,Private,Married-civ-spouse
White,25,Male,Private,Divorced
White,41,Female,Private,Divorced
White,24,Male,Private,Never-married
White,63,Male,Private,Widowed
White,17,Male,Private,Never-married
White,35,Male,Private,Married-civ-spouse
White,51,Male,Private,Married-civ-spouse
White,62,Female,Local-gov,Widowed
White,55,Male,Private,Married-civ-spouse
White,43,Male,Private,Divorced
White,40,Female,Local-gov,Divorced
White,37,Male,Private,Married-civ-spouse
White,39,Male,Private,Married-civ-spouse
White,31,Male,Private,Never-married
White,61,Female,Private,Widowed
White,26,Female,Private,Divorced
White,46,Male,Self-emp-not-inc,Married-civ-spouse
White,26,Female,Private,Never-married
White,48,Male,State-gov,Divorced
White,34,Male,Private,Never-married
White,34,Female,Local-gov,Never-married
White,59,Male,Private,Married-civ-spouse
White,34,Female,Private,Never-married
White,49,Female,Private,Never-married
White,18,Female,Private,Never-married
White,43,Male,Private,Married-civ-spouse
White,48,Male,Private,Married-civ-spouse
White,28,Male,Self-emp-inc,Married-civ-spouse
White,33,Male,Private,Married-civ-spouse
White,24,Female,Private,Never-married
White,21,Male,Private,Never-married
White,17,Male,Private,Never-married
White,39,Male,Private,Married-civ-spouse
White,29,Male,Self-emp-not-inc,Separated
White,44,Male,Private,Married-civ-spouse
White,24,Male,Private,Never-married
White,71,Male,Self-emp-not-inc,Married-civ-spouse
Asian-Pac-Islander,51,Male,Self-emp-not-inc,Married-civ-spouse
White,41,Male,Private,Married-civ-spouse
Black,23,Female,Private,Never-married
White,38,Female,Private,Divorced
White,39,Male,Private,Married-civ-spouse
White,19,Female,Private,Never-married
White,49,Female,Private,Divorced
White,32,Male,Private,Married-civ-spouse
White,27,Male,Private,Married-civ-spouse
White,38,Male,Private,Married-civ-spouse
White,33,Female,Private,Married-civ-spouse
White,23,Male,Private,Never-married
White,33,Male,Self-emp-inc,Married-civ-spouse
Black,54,Male,Self-emp-not-inc,Married-civ-spouse
White,29,Female,Private,Divorced
White,35,Male,Self-emp-not-inc,Never-married
White,37,Male,Private,Married-civ-spouse
White,42,Male,Self-emp-not-inc,Married-civ-spouse
White,40,Male,Private,Married-civ-spouse
White,47,Male,Private,Divorced
White,22,Female,Private,Never-married
White,30,Male,Private,Married-civ-spouse
White,28,Male,Private,Married-civ-spouse
White,63,Male,Local-gov,Married-civ-spouse
White,51,Male,Self-emp-not-inc,Married-civ-spouse
White,22,Female,Private,Never-married
White,35,Male,Private,Never-married
White,46,Female,Private,Divorced
White,37,Male,Private,Divorced
Black,24,Male,Private,Never-married
White,37,Male,Self-emp-not-inc,Divorced
White,53,Male,Private,Married-civ-spouse
White,27,Male,Private,Never-married
White,38,Male,Private,Divorced
White,53,Male,Self-emp-not-inc,Married-civ-spouse
White,34,Male,Private,Never-married
Black,23,Male,Private,Never-married
White,39,Male,Private,Married-civ-spouse
Asian-Pac-Islander,43,Female,Private,Married-civ-spouse
White,81,Male,Self-emp-not-inc,Married-civ-spouse
White,21,Male,Private,Never-married
White,23,Male,Private,Never-married
White,25,Male,Private,Never-married
White,42,Female,Private,Married-civ-spouse
Black,38,Female,Private,Married-civ-spouse
White,32,Male,Private,Married-civ-spouse
White,37,Male,Private,Married-civ-spouse
White,51,Male,Private,Married-civ-spouse
White,22,Female,Private,Never-married
White,42,Male,Private,Divorced
White,51,Male,Local-gov,Married-civ-spouse
White,23,Female,Private,Married-civ-spouse
White,37,Male,Private,Married-civ-spouse
White,37,Male,Private,Married-civ-spouse
White,47,Female,Private,Never-married
White,41,Male,Private,Married-civ-spouse
White,33,Male,Private,Married-civ-spouse
White,31,Male,Private,Never-married
Black,35,Male,Private,Married-civ-spouse
White,38,Male,Self-emp-inc,Married-civ-spouse
White,18,Female,Private,Never-married
White,20,Male,Private,Married-civ-spouse
Black,54,Female,Local-gov,Divorced
White,40,Female,Private,Divorced
White,36,Female,Self-emp-inc,Married-civ-spouse
White,43,Male,Private,Divorced
White,44,Male,Self-emp-not-inc,Divorced
White,44,Female,State-gov,Married-civ-spouse
White,43,Male,Private,Married-civ-spouse
Black,51,Female,Private,Widowed
White,18,Female,Private,Never-married
White,51,Male,Private,Married-civ-spouse
White,41,Male,Private,Married-civ-spouse
White,44,Male,Self-emp-inc,Married-civ-spouse
White,33,Male,Local-gov,Divorced
White,33,Male,Self-emp-not-inc,Married-civ-spouse
White,42,Male,Private,Married-civ-spouse
White,25,Male,Private,Married-civ-spouse
White,32,Female,Private,Divorced
White,32,Male,Private,Married-civ-spouse
White,36,Female,Private,Divorced
White,28,Male,Private,Married-civ-spouse
White,20,Female,Private,Never-married
White,35,Male,Self-emp-inc,Married-civ-spouse
White,55,Male,Self-emp-not-inc,Married-civ-spouse
Asian-Pac-Islander,48,Male,Private,Married-civ-spouse
White,34,Male,Private,Married-civ-spouse
White,28,Female,Private,Never-married
White,67,Male,Private,Widowed
White,37,Male,Private,Married-civ-spouse
White,44,Male,Private,Never-married
White,25,Female,Private,Never-married
White,21,Female,Private,Never-married
White,40,Male,State-gov,Married-civ-spouse
White,34,Male,Private,Divorced
White,49,Female,Private,Never-married
White,22,Female,Private,Never-married
White,60,Male,Self-emp-not-inc,Never-married
White,63,Female,Private,Divorced
Black,41,Female,Private,Never-married
White,47,Female,Private,Divorced
White,44,Male,Private,Divorced
White,51,Female,Private,Widowed
White,46,Male,Private,Never-married
White,41,Male,Private,Married-civ-spouse
White,50,Male,Self-emp-not-inc,Married-civ-spouse
White,47,Male,Private,Married-civ-spouse
White,35,Male,Private,Never-married
White,56,Male,Private,Married-civ-spouse
White,45,Male,Private,Divorced
White,48,Male,Federal-gov,Divorced
White,40,Male,Private,Married-civ-spouse
White,39,Male,Self-emp-inc,Married-civ-spouse
White,20,Male,Private,Never-married
White,50,Male,Private,Married-civ-spouse
White,38,Female,State-gov,Married-civ-spouse
White,23,Female,Local-gov,Never-married
White,31,Male,Private,Never-married
White,58,Male,Private,Married-civ-spouse
White,39,Male,Self-emp-inc,Married-civ-spouse
White,54,Male,Self-emp-not-inc,Married-civ-spouse
White,26,Male,Private,Married-civ-spouse
White,51,Female,Private,Divorced
White,34,Male,Private,Never-married
White,50,Male,Private,Married-civ-spouse
White,42,Male,Private,Married-civ-spouse
White,38,Male,Private,Married-civ-spouse
White,48,Male,Private,Married-civ-spouse
White,33,Female,Private,Married-civ-spouse
White,51,Female,Private,Widowed
White,22,Male,Private,Divorced
White,41,Male,Private,Never-married
White,48,Male,Local-gov,Married-civ-spouse
White,42,Female,Private,Separated
White,34,Male,Private,Married-civ-spouse
Black,23,Female,Private,Never-married
White,56,Male,Private,Married-civ-spouse
Black,30,Male,Private,Never-married
White,45,Male,Private,Married-civ-spouse
White,48,Female,Private,Married-civ-spouse
White,31,Female,Private,Never-married
White,20,Male,State-gov,Never-married
White,27,Male,Private,Never-married
Black,32,Female,Private,Never-married
White,66,Male,Self-emp-inc,Married-civ-spouse
White,37,Male,Private,Never-married
Black,34,Female,Private,Divorced
White,90,Female,Private,Never-married
Black,23,Female,Private,Never-married
White,43,Female,Private,Divorced
White,44,Male,Private,Married-civ-spouse
White,24,Female,Private,Never-married
White,28,Male,Private,Divorced
White,23,Male,Private,Married-civ-spouse
White,20,Female,Private,Never-married
White,36,Male,Private,Married-civ-spouse
White,61,Male,Private,Married-civ-spouse
White,53,Male,Self-emp-not-inc,Married-civ-spouse
White,30,Male,Private,Married-civ-spouse
White,52,Male,Self-emp-not-inc,Married-civ-spouse
White,38,Male,Private,Divorced
White,32,Male,Private,Married-civ-spouse
White,30,Male,Self-emp-not-inc,Married-civ-spouse
White,41,Female,Private,Divorced
White,49,Male,Local-gov,Married-civ-spouse
White,45,Male,Private,Married-civ-spouse
White,43,Male,Self-emp-not-inc,Married-civ-spouse
White,61,Male,Private,Married-civ-spouse
White,54,Male,Private,Married-civ-spouse
White,34,Female,Private,Separated
White,49,Male,Private,Married-civ-spouse
White,38,Male,Private,Never-married
White,35,Male,Private,Married-civ-spouse
White,36,Male,Private,Married-civ-spouse
White,30,Male,Private,Married-civ-spouse
White,36,Female,Private,Divorced
White,22,Female,Local-gov,Never-married
White,38,Male,Private,Married-civ-spouse
White,37,Male,Private,Married-civ-spouse
White,48,Female,State-gov,Married-civ-spouse
White,17,Male,Private,Never-married
White,19,Male,Self-emp-not-inc,Never-married
Black,27,Female,Private,Never-married
Asian-Pac-Islander,22,Male,Private,Never-married
White,49,Male,Private,Married-civ-spouse
White,43,Female,State-gov,Married-civ-spouse
White,43,Female,Private,Separated
White,19,Female,Local-gov,Divorced
White,58,Male,Self-emp-not-inc,Married-civ-spouse
White,41,Male,Local-gov,Married-civ-spouse
White,31,Male,Private,Married-civ-spouse
White,30,Male,Private,Married-civ-spouse
White,32,Male,Private,Married-civ-spouse
White,29,Male,Private,Never-married
White,42,Male,Private,Married-civ-spouse
White,38,Male,Private,Divorced
White,41,Male,Federal-gov,Married-civ-spouse
White,44,Male,Self-emp-not-inc,Never-married
White,34,Male,Private,Divorced
White,21,Male,Private,Never-married
Asian-Pac-Islander,22,Male,Self-emp-not-inc,Never-married
White,62,Male,Private,Married-civ-spouse
White,29,Female,Self-emp-inc,Married-civ-spouse
White,43,Female,Private,Divorced
White,45,Male,Self-emp-inc,Married-civ-spouse
White,39,Male,Self-emp-inc,Married-civ-spouse
Black,41,Male,Private,Married-civ-spouse
White,34,Female,Self-emp-not-inc,Married-civ-spouse
White,34,Female,Local-gov,Divorced
White,31,Male,Private,Never-married
White,29,Male,Private,Never-married
White,41,Male,Private,Married-civ-spouse
White,41,Male,Private,Married-civ-spouse
White,35,Male,Self-emp-inc,Married-civ-spouse
White,33,Female,Private,Married-civ-spouse
White,37,Male,State-gov,Never-married
White,34,Female,Private,Divorced
White,60,Male,Self-emp-inc,Married-civ-spouse
White,36,Male,Private,Married-civ-spouse
White,41,Male,Private,Married-civ-spouse
White,58,Female,Local-gov,Married-civ-spouse
Asian-Pac-Islander,53,Male,Private,Married-civ-spouse
White,29,Male,Private,Married-civ-spouse
White,45,Female,Federal-gov,Divorced
White,34,Male,State-gov,Married-civ-spouse
White,36,Male,Private,Married-civ-spouse
Black,48,Female,Private,Divorced
White,20,Female,Private,Never-married
White,35,Male,Private,Married-civ-spouse
White,41,Male,Self-emp-not-inc,Divorced
White,28,Male,Private,Married-civ-spouse
Black,30,Female,Private,Never-married
White,31,Female,Private,Never-married
White,37,Female,Private,Never-married
White,31,Male,Private,Married-civ-spouse
White,46,Male,Self-emp-not-inc,Married-civ-spouse
Black,35,Male,Federal-gov,Married-civ-spouse
White,27,Male,Private,Married-civ-spouse
White,41,Male,Private,Married-civ-spouse
White,19,Female,Private,Never-married
White,20,Male,Private,Never-married
White,59,Female,Federal-gov,Widowed
White,40,Male,Private,Never-married
White,56,Male,Self-emp-not-inc,Married-civ-spouse
White,33,Male,Private,Married-civ-spouse
White,30,Female,Self-emp-inc,Never-married
White,46,Male,Private,Married-civ-spouse
White,61,Male,Self-emp-inc,Married-civ-spouse
White,50,Male,Self-emp-inc,Married-civ-spouse
White,25,Male,Private,Never-married
White,40,Female,Private,Divorced
White,51,Male,Private,Married-civ-spouse
White,43,Male,State-gov,Married-civ-spouse
White,34,Male,Private,Married-civ-spouse
White,46,Male,Private,Married-civ-spouse
White,28,Female,State-gov,Married-civ-spouse
Asian-Pac-Islander,26,Male,Private,Never-married
White,20,Male,Private,Never-married
White,44,Male,Private,Married-civ-spouse
White,51,Male,Private,Widowed
White,33,Male,Private,Married-civ-spouse
White,54,Male,Private,Married-civ-spouse
White,50,Female,Private,Married-civ-spouse
Black,33,Female,Private,Divorced
White,65,Male,Private,Married-civ-spouse
White,40,Male,Private,Divorced
White,51,Female,Private,Divorced
Black,50,Female,Private,Divorced
White,25,Male,Private,Married-civ-spouse
White,20,Male,Private,Never-married
White,47,Male,Private,Married-civ-spouse
White,22,Female,Private,Never-married
White,50,Male,State-gov,Married-civ-spouse
White,47,Female,Private,Never-married
Asian-Pac-Islander,24,Male,Local-gov,Never-married
White,40,Female,Private,Divorced
White,36,Male,Private,Married-civ-spouse
White,32,Male,Private,Married-civ-spouse
White,44,Male,Private,Married-civ-spouse
White,65,Male,Private,Married-civ-spouse
White,24,Female,State-gov,Never-married
White,27,Male,Local-gov,Never-married
White,51,Male,Private,Divorced
White,48,Male,Private,Married-civ-spouse
White,39,Male,Private,Married-civ-spouse
White,28,Male,Private,Married-civ-spouse
White,19,Female,Private,Never-married
Black,49,Female,Local-gov,Divorced
White,51,Male,Local-gov,Married-civ-spouse
White,59,Male,Private,Married-civ-spouse
White,18,Female,Private,Never-married
White,50,Male,Private,Married-civ-spouse
Black,45,Male,Federal-gov,Married-civ-spouse
White,30,Male,Local-gov,Married-civ-spouse
White,37,Male,Private,Divorced
White,44,Male,Private,Never-married
Black,33,Male,Private,Married-civ-spouse
White,61,Male,Self-emp-inc,Married-civ-spouse
White,61,Male,Local-gov,Married-civ-spouse
White,38,Male,Private,Married-civ-spouse
White,36,Male,Private,Married-civ-spouse
White,44,Male,Self-emp-inc,Married-civ-spouse
White,37,Male,Private,Separated
White,31,Female,Private,Divorced
White,54,Male,Private,Married-civ-spouse
White,20,Male,Private,Never-married
White,31,Male,Private,Divorced
White,38,Male,Private,Married-civ-spouse
White,45,Male,Self-emp-not-inc,Married-civ-spouse
White,48,Male,Private,Married-civ-spouse
White,53,Male,Private,Married-civ-spouse
White,55,Female,Private,Widowed
White,38,Male,Private,Married-civ-spouse
White,29,Female,Private,Never-married
White,36,Male,Private,Married-civ-spouse
White,42,Male,Self-emp-not-inc,Married-civ-spouse
White,50,Female,Private,Divorced
White,75,Male,Self-emp-not-inc,Married-civ-spouse
White,46,Male,Private,Married-civ-spouse
White,52,Female,Federal-gov,Divorced
White,27,Female,Private,Never-married
White,43,Male,Private,Married-civ-spouse
Black,31,Female,Private,Separated
White,23,Female,Private,Never-married
White,34,Female,Private,Never-married
White,41,Female,Self-emp-not-inc,Married-civ-spouse
White,31,Female,Private,Never-married
White,42,Female,Private,Never-married
White,35,Male,Private,Never-married
White,55,Female,Private,Separated
White,36,Female,State-gov,Widowed
White,65,Male,Self-emp-not-inc,Married-civ-spouse
White,38,Male,Local-gov,Never-married
White,62,Female,Private,Widowed
White,54,Male,Self-emp-inc,Married-civ-spouse
White,49,Male,Private,Divorced
White,34,Female,Private,Married-civ-spouse
White,32,Female,Private,Never-married
White,51,Male,Self-emp-inc,Married-civ-spouse
White,48,Male,Self-emp-not-inc,Married-civ-spouse
White,30,Male,Private,Married-civ-spouse
White,52,Female,Federal-gov,Divorced
White,28,Male,Self-emp-not-inc,Never-married
Asian-Pac-Islander,29,Male,Private,Married-civ-spouse
White,38,Female,Private,Never-married
White,57,Male,Private,Married-civ-spouse
White,43,Male,Federal-gov,Married-civ-spouse
White,37,Male,State-gov,Separated
White,30,Male,Private,Married-civ-spouse
